time,current[mA],RANGE1[V],RANGE2[V],RANGE3[V],RANGE4[V],24bit[bin]
20:42:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732918
20:42:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732901
20:43:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732914
20:43:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732915
20:43:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732919
20:43:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732901
20:43:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732887
20:43:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732905
20:44:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732924
20:44:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732914
20:44:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732897
20:44:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732903
20:44:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732900
20:44:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732914
20:45:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732905
20:45:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732894
20:45:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732894
20:45:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
20:45:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732890
20:45:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732912
20:46:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732899
20:46:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732912
20:46:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732908
20:46:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732906
20:46:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732879
20:46:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732904
20:47:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732911
20:47:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732903
20:47:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732894
20:47:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732894
20:47:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732897
20:47:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732891
20:48:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732876
20:48:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732901
20:48:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732926
20:48:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732896
20:48:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732913
20:48:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732917
20:49:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732908
20:49:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732909
20:49:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732893
20:49:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732901
20:49:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732905
20:49:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732901
20:50:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732904
20:50:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732919
20:50:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732917
20:50:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732938
20:50:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732932
20:50:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732949
20:51:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732950
20:51:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732919
20:51:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732911
20:51:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732920
20:51:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732914
20:51:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732914
20:52:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732905
20:52:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732901
20:52:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732915
20:52:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732906
20:52:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732902
20:52:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732921
20:53:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732912
20:53:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732897
20:53:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732898
20:53:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732908
20:53:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732918
20:53:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732936
20:54:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732934
20:54:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732930
20:54:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732919
20:54:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732918
20:54:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732909
20:54:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732915
20:55:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732890
20:55:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732907
20:55:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732911
20:55:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732885
20:55:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732918
20:55:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732911
20:56:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732907
20:56:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732902
20:56:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732902
20:56:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732914
20:56:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732917
20:56:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732914
20:57:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732918
20:57:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732896
20:57:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732906
20:57:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732928
20:57:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732924
20:57:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732924
20:58:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732922
20:58:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732925
20:58:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732919
20:58:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732932
20:58:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732929
20:58:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732928
20:59:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732912
20:59:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732914
20:59:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
20:59:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732914
20:59:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732914
20:59:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732911
21:00:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732902
21:00:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732908
21:00:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732926
21:00:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732932
21:00:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732916
21:00:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732907
21:01:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732918
21:01:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732898
21:01:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732882
21:01:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732899
21:01:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732901
21:01:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732904
21:02:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732887
21:02:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732907
21:02:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732906
21:02:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732879
21:02:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732906
21:02:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732913
21:03:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732904
21:03:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732928
21:03:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732905
21:03:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732905
21:03:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732899
21:03:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732896
21:04:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732894
21:04:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732911
21:04:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732904
21:04:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732877
21:04:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732906
21:04:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732886
21:05:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732880
21:05:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732896
21:05:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732891
21:05:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732885
21:05:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732899
21:05:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732896
21:06:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732890
21:06:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732902
21:06:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732904
21:06:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732919
21:06:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732895
21:06:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732892
21:07:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732914
21:07:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732901
21:07:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732910
21:07:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732891
21:07:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732895
21:07:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732903
21:08:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732892
21:08:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732920
21:08:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732924
21:08:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732910
21:08:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732876
21:08:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732878
21:09:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732924
21:09:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732902
21:09:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732890
21:09:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732918
21:09:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732904
21:09:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732931
21:10:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732950
21:10:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732924
21:10:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732913
21:10:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
21:10:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732912
21:10:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732926
21:11:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732929
21:11:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732912
21:11:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732915
21:11:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732906
21:11:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732909
21:11:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732886
21:12:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732868
21:12:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732902
21:12:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732909
21:12:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732911
21:12:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732901
21:12:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732914
21:13:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732909
21:13:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732909
21:13:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732892
21:13:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732893
21:13:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732904
21:13:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732913
21:14:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732906
21:14:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732884
21:14:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732906
21:14:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732896
21:14:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732896
21:14:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732885
21:15:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732882
21:15:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732899
21:15:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732877
21:15:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732904
21:15:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732920
21:15:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732907
21:16:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732887
21:16:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732887
21:16:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732890
21:16:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732879
21:16:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732893
21:16:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
21:17:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732906
21:17:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
21:17:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732894
21:17:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732893
21:17:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732890
21:17:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732877
21:18:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732890
21:18:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732901
21:18:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732935
21:18:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732923
21:18:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732911
21:18:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732912
21:19:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732903
21:19:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732892
21:19:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732877
21:19:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732902
21:19:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732896
21:19:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732905
21:20:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732893
21:20:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732886
21:20:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732890
21:20:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732926
21:20:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732893
21:20:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732909
21:21:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732890
21:21:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732915
21:21:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732917
21:21:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732894
21:21:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732905
21:21:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732909
21:22:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732909
21:22:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732902
21:22:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732901
21:22:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732926
21:22:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732906
21:22:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732918
21:23:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732913
21:23:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732896
21:23:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732874
21:23:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
21:23:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732888
21:23:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732904
21:24:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732878
21:24:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732866
21:24:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
21:24:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732866
21:24:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732888
21:24:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732916
21:25:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
21:25:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732899
21:25:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732900
21:25:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732894
21:25:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732899
21:25:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732879
21:26:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732880
21:26:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732875
21:26:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732890
21:26:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732885
21:26:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732882
21:26:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732865
21:27:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732887
21:27:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732887
21:27:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732884
21:27:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732871
21:27:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732877
21:27:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732885
21:28:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732907
21:28:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
21:28:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732892
21:28:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732902
21:28:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732879
21:28:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732900
21:29:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732880
21:29:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732904
21:29:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732874
21:29:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732885
21:29:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732906
21:29:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732892
21:30:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732896
21:30:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732876
21:30:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732911
21:30:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732868
21:30:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732864
21:30:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
21:31:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732893
21:31:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732872
21:31:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732897
21:31:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732874
21:31:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732869
21:31:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732888
21:32:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732880
21:32:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732885
21:32:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732881
21:32:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732895
21:32:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732888
21:32:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732898
21:33:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
21:33:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732883
21:33:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732870
21:33:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
21:33:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
21:33:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732900
21:34:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732906
21:34:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732884
21:34:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732869
21:34:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732907
21:34:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732862
21:34:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732901
21:35:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732888
21:35:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732894
21:35:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732878
21:35:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
21:35:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732873
21:35:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732870
21:36:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732889
21:36:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732877
21:36:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732868
21:36:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732871
21:36:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732855
21:36:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732836
21:37:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732882
21:37:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732887
21:37:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732868
21:37:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732876
21:37:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732886
21:37:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732894
21:38:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732865
21:38:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732864
21:38:29,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732885
21:38:39,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732909
21:38:49,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732882
21:38:59,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732860
21:39:09,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732892
21:39:19,0.009,4.40E-01,4.41E+00,5.66E+00,5.65E+00,732895
